routing,office_code,fbr,record_type,change_date,new_routing,name,address,city,state,zip,zip_ext,area_code,prefix,suffix,status_code,master_state
291271305,O,091000080,1,012706,000000000,FIRST FARMERS AND MERCHANTS NATL BK,114 SOUTH PARK STREET,FAIRMONT,MN,56031,0411,507,235,5556,1,
291273316,O,091000080,2,040116,291273882,ELY AREA CREDIT UNION,2 EAST CHAPMAN STREET,ELY,MN,55731,0000,218,365,3131,1,
291273374,O,091000080,1,031209,000000000,BROOKS COMMUNITY FCU,200 MAIN STREET,BROOKS,MN,56715,0000,218,698,4220,1,
291273442,O,091000080,1,112096,000000000,AGASSIZ FEDERAL CREDIT UNION,218 NORTH BROADWAY,CROOKSTON,MN,56716,0000,218,281,5741,1,
291273497,O,091000080,1,050117,000000000,CENTRAL MINNESOTA CREDIT UNION,P.O. BOX 190,ST JOSEPH,MN,56374,0000,320,256,3669,1,
291273510,O,091000080,1,051915,000000000,NORTH STAR CREDIT UNION,P O BOX 1058,COOK,MN,55723,1058,218,666,5940,1,
291273549,O,091000080,1,020608,000000000,DAWSON CO OP CREDIT UNION,711 6TH ST,DAWSON,MN,56232,0000,320,769,2908,1,
291273552,O,091000080,1,021114,000000000,DEER RIVER COOP CR UNION,PO BOX 158,DEER RIVER,MN,56636,0000,218,246,8777,1,
291273882,O,091000080,1,021600,000000000,ELY AREA CREDIT UNION,2 EAST CHAPMAN STREET,ELY,MN,55731,1228,218,365,3131,1,
291273905,O,091000080,1,041812,000000000,EMBARRASS VERMILLION FED CR UNION,510 W 3RD AVE N,AURORA,MN,55705,0000,218,229,2048,1,
291273947,O,091000080,1,070212,000000000,FERGUS FALLS COMMUNITY FED CU,413 STANTON AVENUE,FERGUS FALLS,MN,56537,0000,218,736,5528,1,
291273950,O,091000080,1,022514,000000000,OTTER TAIL CREDIT UNION,413 STANTON AVENUE,FERGUS FALLS,MN,56537,0000,218,736,5528,1,
291273963,O,091000080,1,020909,000000000,FLOODWOOD AREA CR UN,224 W HWY 2 BOX 318,FLOODWOOD,MN,55736,0000,218,476,2288,1,
291274014,O,091000080,2,102317,291973454,MEMBERS COOPERATIVE CREDIT UNION,101 14TH STREET,CLOQUET,MN,55720,1900,218,878,3675,1,
291274030,O,091000080,1,112096,000000000,HIBBING COOPERATIVE CU,217 W 42ND ST BOX 908,HIBBING,MN,55746,0908,218,263,8815,1,
291274056,O,091000080,1,112096,000000000,MN ORE OPERATIONS EMPLOYEES CU,2540 E BELTLINE SUITE 1,HIBBING,MN,55746,2302,218,262,1607,1,
291274085,O,091000080,1,041812,000000000,NORTHRIDGE COMMUNITY CREDIT UNION,PO BOX 200,HOYT LAKES,MN,55750,0000,218,471,2121,1,
291274108,O,091000080,1,020905,000000000,TRUSTAR FEDERAL CR UN,601 4TH STREET,INTERNATIONAL FALLS,MN,56649,2415,218,283,2000,1,
291274111,O,091000080,1,020513,000000000,CENTRAL HANNA EMPLOYEES CREDIT UNION,301 N FIRST ST,KEEWATIN,MN,55753,0000,218,778,6833,1,
291275194,O,091000080,1,022108,000000000,CO-OP CREDIT UNION,1555 MINNESOTA AVE,BENSON,MN,56215,0000,320,843,4210,1,
291275288,O,091000080,1,101617,000000000,NORTH STAR CREDIT UNION,PO BOX 1058,COOK,MN,55723,1058,218,666,5940,1,
291275408,O,091000080,1,022503,000000000,RED LAKE CO-OP FCU,111 2ND STREET SW,RED LAKE FALLS,MN,56750,0000,218,253,2775,1,
291276481,O,091000080,1,020806,000000000,NORTH SHORE FEDERAL CREDIT UNION,P O BOX 159,SILVER BAY,MN,55614,0159,218,226,4401,1,
291276562,O,091000080,1,021505,000000000,SOO SELECT CREDIT UNION,1100 VAN ROOY DRIVE,THIEF RIVER FALLS,MN,56701,0000,218,681,2303,1,
291276591,O,091000080,1,030816,000000000,TWO HARBORS FCU,801 11TH STREET,TWO HARBORS,MN,55616,0000,218,834,2266,1,
291276601,O,091000080,1,091916,000000000,VIRGINIA COOP CREDIT UNION,811 4TH STREET N.,VIRGINIA,MN,55792,0000,218,741,5644,1,
291276614,O,091000080,1,020713,000000000,WADENA FCU,217 NORTH JEFFERSON STREET,WADENA,MN,56482,0000,218,631,1401,1,
291276630,O,091000080,1,050205,000000000,WHITE EARTH RESERVATION FCU,785 HWY 59 SOUTH,MAHNOMEN,MN,56557,0000,218,935,0862,1,
291281560,O,091000080,1,031610,000000000,FULDA AREA CREDIT UNION,PO BOX 329,FULDA,MN,56131,0000,507,425,2544,1,
291370918,O,091000080,1,031717,000000000,GATE CITY BANK,500 2ND  AVENUE NORTH,FARGO,ND,58102,0000,701,293,2466,1,
291378130,O,091000080,1,020494,000000000,CAPITAL CREDIT UNION,PO BOX 2096,BISMARCK,ND,58502,2096,701,255,0042,1,
291378169,O,091000080,1,033114,000000000,RAILWAY CREDIT UNION,1006 EAST MAIN,MANDAN,ND,58554,0000,701,667,9500,1,
291378198,O,091000080,1,121710,000000000,VUE COMMUNITY CREDIT UNION,818 E MAIN AVE,BISMARCK,ND,58501,4526,701,223,6533,1,
291378266,O,091000080,1,030502,000000000,CITIZENS COMMUNITY CREDIT UNION,1117 HIGHWAY 2 EAST,DEVILS LAKE,ND,58301,0000,701,662,8118,1,
291378295,O,091000080,1,020614,000000000,DAKOTA PLAINS CREDIT UNION,212 5TH AV W BX 248,EDGELEY,ND,58433,0000,701,493,2334,1,
291378321,O,091000080,1,030502,000000000,CITY & COUNTY EMPLOYEES CU,316 NORTH TENTH STREET,FARGO,ND,58102,0000,701,237,4493,1,
291378334,O,091000080,1,073015,000000000,DAKOTA TELCO FED CR UNION,"SUITE B, PO BOX 7387",FARGO,ND,58103,0000,701,298,8207,1,
291378376,O,091000080,1,022202,000000000,POSTAL FAMILY FEDERAL CREDIT UNION,PO BOX 9318,FARGO,ND,58106,9318,701,232,6910,1,
291378389,O,091000080,1,012502,000000000,FARGO PUBLIC SCHOOLS FCU,415 4TH ST N,FARGO,ND,58102,1749,701,241,4770,1,
291378392,O,091000080,1,020802,000000000,FARGO VA FEDERAL CU,2101 ELM STREET,FARGO,ND,58102,0000,701,280,0870,1,
291378402,O,091000080,1,020405,000000000,FFE FEDERAL CR UN,RM 351,FARGO,ND,58102,0000,701,235,1359,1,
291378460,O,091000080,1,040307,000000000,FREEDOM COMMUNITY CREDIT UNION,2940 NORTH UNIVERSITY DRIVE,FARGO,ND,58102,1310,701,232,0828,1,
291378486,O,091000080,1,022514,000000000,UNITED SAVINGS CU,1407 HWY 10 W,DILWORTH,MN,56529,0000,701,356,1360,1,
291378512,O,091000080,1,042602,000000000,FLASHER COMMUNITY CREDIT UNION,PO BOX 266,FLASHER,ND,58535,0266,701,597,3391,1,
291378538,O,091000080,1,030309,000000000,ELM RIVER CREDIT UNION,115 MORTON AVE,PAGE,ND,58064,0000,701,668,2224,1,
291378554,O,091000080,1,020112,000000000,NORTHERN VALLEY FEDERAL CU,3030 DEMERS AVENUE,GRAND FORKS,ND,58201,3414,701,772,7922,1,
291378583,O,091000080,1,030102,000000000,RIVERFORK FEDERAL CR UN,SUITE 101,GRAND FORKS,ND,58203,0000,701,775,0593,1,
291378606,O,091000080,1,022202,000000000,AREA COMMUNITY CREDIT UNION,2800 S WASHINGTON ST,GRAND FORKS,ND,58201,6748,701,772,2690,1,
291378635,O,091000080,1,021412,000000000,MED PARK C U,1200 S COLUMBIA RD.,GRAND FORKS,ND,58201,0000,701,780,5733,1,
291378648,O,091000080,1,021413,000000000,UNIVERSITY FED CR UN,2901 UNIVERSITY AVE STOP 8222,GRAND FORKS,ND,58202,8222,701,775,3738,1,
291378693,O,091000080,1,091311,000000000,FIRST COMMUNITY CREDIT UNION,PO BOX 2180,JAMESTOWN,ND,58401,0000,701,253,6162,1,
291378745,O,091000080,1,031811,000000000,HOMETOWN CREDIT UNION,P O BOX 310,KULM,ND,58456,0000,701,647,2448,1,
291378758,O,091000080,1,020714,000000000,LAMOURE CREDIT UNION,203 7TH ST SE,LAMOURE,ND,58458,0000,701,883,5241,1,
291378774,O,091000080,1,020707,000000000,NORTH STAR COMMUNITY CREDIT UNION,109 CENTRAL AVENUE,MADDOCK,ND,58348,0010,701,438,2222,1,
291378790,O,091000080,1,021209,000000000,RAILWAY CREDIT UNION,1006 EAST MAIN,MANDAN,ND,58554,0000,701,667,9500,1,
291378813,O,091000080,1,020312,000000000,GEM FEDERAL CREDIT UNION,2401 NORTH BROADWAY,MINOT,ND,58703,0000,701,852,3866,1,
291378826,O,091000080,1,021213,000000000,NORTHERN TIER FCU,210 SUMMIT,MINOT AFB,ND,58705,0000,701,727,6111,1,
291378839,O,091000080,1,032504,000000000,MINOT AREA SCHOOLS FEDERAL CU,215 2ND STREET SE,MINOT,ND,58701,0000,701,857,4430,1,
291981255,O,091000080,1,072194,000000000,MINNESOTA VALLEY FED CU,PO BOX 4399,MANKATO,MN,56002,4399,507,387,3055,1,
291378868,O,091000080,1,100316,000000000,NORTH STAR COMMUNITY CREDIT UNION,109 CENTRAL AVENUE,MADDOCK,ND,58348,0010,701,438,2222,1,
291378871,O,091000080,1,042910,000000000,TOWN & COUNTRY CREDIT UNION,615 SOUTH BROADWAY,MINOT,ND,58701,0000,701,852,2018,1,
291378884,O,091000080,1,031502,000000000,PRAIRIE FED C U,PO BOX 3160,MINOT,ND,58702,3160,701,837,5353,1,
291378897,O,091000080,1,120804,000000000,AFFINITY FIRST FEDERAL CREDIT UNION,"811 SOUTH BROADWAY, SUITE A",MINOT,ND,58701,4671,701,857,5127,1,
291378936,O,091000080,1,022509,000000000,COMMUNITY CREDIT UNION,20 NORTH 1ST ST,NEW ROCKFORD,ND,58356,0000,701,947,5011,1,
291378949,O,091000080,1,090313,000000000,CAPITAL CREDIT UNION,PO BOX 2096,BISMARCK,ND,58502,0000,701,255,0042,1,
291379126,O,091000080,1,021214,000000000,DAKOTA WEST CREDIT UNION,PO BOX 1496,WATFORD CITY,ND,58854,0000,701,444,6484,1,
291379142,O,091000080,1,030703,000000000,WESTERN COOPERATIVE CR UN,1300 BISON DRIVE,WILLISTON,ND,58801,0000,701,572,4000,1,
291381570,O,091000080,2,041910,291378130,CAPITAL CREDIT UNION,204 WEST THAYER,BISMARCK,ND,58501,0000,701,255,0042,1,
291471011,O,091000080,1,032513,000000000,FIRST DAKOTA NATIONAL BANK,225 CEDAR STREET,YANKTON,SD,57078,0000,605,665,7432,1,
291471024,O,091000080,1,020217,000000000,METABANK,5501 S BROADBAND LANE,SIOUX FALLS,SD,57108,0000,605,782,0740,1,
291471066,O,091000080,2,031010,091408734,GREAT WESTERN BANK - MADISON,100 N PHILLIPS,SIOUX FALLS,SD,57104,0000,605,256,6532,1,
291471134,O,091000080,1,061316,000000000,GREAT WESTERN BANK,3405 N. LOUISE AVE,SIOUX FALLS,SD,57107,0000,605,334,2548,1,
291471419,O,091000080,1,020917,000000000,FIRST WESTERN FEDERAL SAVINGS BANK,402 MAIN STREET,RAPID CITY,SD,57701,0000,605,341,1203,1,
291479165,O,091000080,1,082307,000000000,CONSOLIDATED HUB-CO FEDERAL CU,1601 8TH AVE NE,ABERDEEN,SD,57401,0000,605,225,7711,1,
291479178,O,091000080,1,043007,000000000,ABERDEEN FEDERAL CU,PO BOX 1495,ABERDEEN,SD,57402,1495,605,225,2488,1,
291479220,O,091000080,1,083107,000000000,SIMPLY SERVICE FEDERAL CREDIT UNION,1842 5TH AVENUE,BELLE FOURCHE,SD,57717,1418,605,892,4631,1,
291479233,O,091000080,1,091007,000000000,NORSTAR FEDERAL CREDIT UNION,PO BOX 917,BRITTON,SD,57430,0917,605,448,2292,1,
291479291,O,091000080,1,040495,000000000,SENTINEL FEDERAL CREDIT UNION,P O BOX 700,BOX ELDER,SD,57719,0700,605,923,1405,1,
291479301,O,091000080,1,032609,000000000,NORTHERN HILLS FEDERAL CREDIT UNION,1080 MAIN STREET,STURGIS,SD,57785,0759,605,347,4527,1,
291479356,O,091000080,1,021309,000000000,DAKOTALAND FEDERAL CR UN,1371 DAKOTA AVE S,HURON,SD,57350,3546,605,352,2845,1,
291479372,O,091000080,1,082707,000000000,HURON CNW FCU,378 DAKOTA SO,HURON,SD,57350,0000,605,352,3648,1,
291479385,O,091000080,1,040610,000000000,HURON AREA ED FCU,1855 ARIZONA SW,HURON,SD,57350,0000,605,352,1311,1,
291479408,O,091000080,1,032709,000000000,HB TELCO FED CR UN,375 THIRD ST SW,HURON,SD,57350,2027,605,352,6933,1,
291479424,O,091000080,1,082707,000000000,M-O FEDERAL CREDIT UNION,1730 DAKOTA AVENUE SOUTH,HURON,SD,57350,4024,605,353,9977,1,
291479440,O,091000080,1,020514,000000000,DAKOTA PLAINS FEDERAL CU,519 MAIN,LEMMON,SD,57638,0000,605,374,3380,1,
291479453,O,091000080,1,020613,000000000,EAST RIVER FEDERAL CREDIT UNION,220 S HARTH,MADISON,SD,57042,0000,605,256,8145,1,
291479518,O,091000080,1,122208,000000000,PALACE CITY FCU,720 W HAVENS AVE,MITCHELL,SD,57301,0000,605,996,9211,1,
291479550,O,091000080,1,091107,000000000,FT RANDALL FCU,PO BOX 110,PICKSTOWN,SD,57367,0110,605,487,7641,1,
291479563,O,091000080,1,022208,000000000,OAHE FEDERAL CREDIT UNION,124 S EUCLID AVE,PIERRE,SD,57501,0000,605,224,6264,1,
291479592,O,091000080,1,103112,000000000,BLACK HILLS FEDERAL CREDIT UNION,2700 N PLAZA DRIVE,RAPID CITY,SD,57702,0000,605,343,0880,1,
291479602,O,091000080,1,031811,000000000,DACOTAH FCU,2990 E HWY 44,RAPID CITY,SD,57703,0000,605,791,1424,1,
291479615,O,091000080,1,021113,000000000,MINUTEMAN COMMUNITY FCU,301 E. NORTH ST,RAPID CITY,SD,57701,0000,605,394,1772,1,
291479657,O,091000080,1,102407,000000000,RAPID CITY MEDICAL FCU,BOX 2182,RAPID CITY,SD,57709,2182,605,341,7514,1,
291479660,O,091000080,1,071409,000000000,MED5 FEDERAL CREDIT UNION,625 FLORMANN STREET,RAPID CITY,SD,57701,0000,605,342,7776,1,
291479673,O,091000080,1,120715,000000000,SENTINEL FEDERAL CREDIT UNION,PO BOX 700,BOX ELDER,SD,57719,0700,605,923,1405,1,
291479686,O,091000080,1,021114,000000000,HIGHMARK FEDERAL CREDIT UNION,725 FIFTH ST,RAPID CITY,SD,57701,0000,605,716,4444,1,
291479699,O,091000080,1,040610,000000000,RUSHMORE ELECTRIC FEDERAL CR UN,1715 CAMBELL STREET,RAPID CITY,SD,57709,0000,605,342,9451,1,
291479738,O,091000080,1,091107,000000000,DAKOTA STAR FEDERAL CREDIT UNION,PO BOX 2784,RAPID CITY,SD,57709,2784,605,342,6442,1,
291479770,O,091000080,2,070113,291479974,SIOUX FALLS FEDERAL CREDIT UNION,700 EAST 14TH STREET,SIOUX FALLS,SD,57104,0000,605,977,8302,1,
291479783,O,091000080,1,021014,000000000,FIRST CENTURY FEDERAL CR UN,1512 EAST BENSON ROAD,SIOUX FALLS,SD,57104,0000,605,335,1070,1,
291479806,O,091000080,2,020513,291479929,SIOUX EMPIRE FEDERAL CREDIT UNION,5010 S. SOLBERG AVENUE,SIOUX FALLS,SD,57109,0000,605,275,1710,1,
291479835,O,091000080,1,081307,000000000,GOOD SAMARITAN FED C U,P.O. BOX 5038,SIOUX FALLS,SD,57117,5038,605,361,9685,1,
291479877,O,091000080,1,110111,000000000,VOYAGE FEDERAL CREDIT UINON,PO BOX 88538,SIOUX FALLS,SD,57109,8538,605,338,2533,1,
291479903,O,091000080,1,062293,000000000,SERVICE FIRST FEDERAL CREDIT UNION,3901 E 10TH ST,SIOUX FALLS,SD,57103,2197,605,336,1047,1,
291479929,O,091000080,1,020513,000000000,SIOUX EMPIRE FEDERAL CU,5010 S. SOLBERG AVENUE,SIOUX FALLS,SD,57109,0240,605,275,1710,1,
291479974,O,091000080,1,070113,000000000,SIOUX FALLS FEDERAL CREDIT UNION,700 EAST 14TH STREET,SIOUX FALLS,SD,57104,0000,605,977,8302,1,
291479987,O,091000080,1,020514,000000000,VOYAGE FEDERAL CREDIT UNION,3823 S KIWANIS CIRCLE,SIOUX FALLS,SD,57105,0000,605,338,2533,1,
291480015,O,091000080,1,030509,000000000,COTEAU VALLEY FEDERAL CREDIT UNION,212 WEST HICKORY,SISSETON,SD,57262,1466,605,698,7481,1,
291480028,O,091000080,1,080607,000000000,UNITED METHODIST FIRST CHOICE FCU,P.O. BOX 5540,RAPID CITY,SD,57709,0000,605,348,5753,1,
291480044,O,091000080,1,122600,000000000,VERMILLION FEDERAL CREDIT UNION,105 E CHERRY ST.,VERMILLION,SD,57069,0000,605,677,5214,1,
291480060,O,091000080,1,083007,000000000,SIOUX VALLEY COOP CR UN,PO BOX 344,WATERTOWN,SD,57201,0000,605,882,2706,1,
291480073,O,091000080,1,020812,000000000,AVANTI FEDERAL CREDIT UNION,PO BOX 534,WATERTOWN,SD,57201,0000,605,882,2357,1,
291480141,O,091000080,1,110999,000000000,SERVICES CENTER FCU,BOX 704,YANKTON,SD,57078,0704,605,665,4314,1,
291481441,O,091000080,1,092707,000000000,CONSUMERS FEDERAL CREDIT UNION,301 WEST HIGHWAY 18,GREGORY,SD,57533,0069,605,835,8749,1,
291481496,O,091000080,1,032210,000000000,HEALTHCARE PLUS FCU,203 S. DAKOTA STREET,ABERDEEN,SD,57401,0000,605,725,0900,1,
291481548,O,091000080,1,022108,000000000,SISSETON-WAHPETON FEDERAL CREDIT UN,PO BOX 627,AGENCY VILLAGE,SD,57262,0000,605,698,3462,1,
291571267,O,091000080,1,122210,000000000,LADYSMITH FEDERAL SAVINGS & LOAN,119 W 4TH ST N BOX 146,LADYSMITH,WI,54848,0000,715,532,3389,1,
291571270,O,091000080,1,022208,000000000,TIME FEDERAL SAVINGS BANK,675 EAST BROADWAY,MEDFORD,WI,54451,0000,715,748,2231,1,
291571283,O,091000080,1,110716,000000000,"TOMAHAWK COMMUNITY BANK, SSB",15 E WISCONSIN AVENUE,TOMAHAWK,WI,54487,0000,715,453,2144,1,
291571348,O,091000080,1,020607,000000000,TOMAHAWK COMMUNITY BANK,15 E WISCONSIN AVENUE,TOMAHAWK,WI,54487,0000,715,453,2144,1,
291580151,O,091000080,1,021897,000000000,ARCADIA CREDIT UNION,PO BOX 187,ARCADIA,WI,54612,0187,608,323,2126,1,
291580313,O,091000080,2,021214,291580711,RIPCO CREDIT UNION,121 SUTLIFF AVENUE,RHINELANDER,WI,54501,0000,715,365,4800,1,
291580504,O,091000080,1,090799,000000000,IRON COUNTY COMMUNITY CREDIT UNION,5702 W US HWY 2,HURLEY,WI,54534,0000,715,561,2842,1,
291580559,O,091000080,1,020805,000000000,PEOPLES CHOICE CREDIT UNION,352 N. 8TH ST.,MEDFORD,WI,54451,0000,715,748,5303,1,
291580562,O,091000080,1,090602,000000000,TAYLOR CREDIT UNION,825 E ALLMAN STREET,MEDFORD,WI,54451,1238,715,748,2447,1,
291580614,O,091000080,1,031611,000000000,PARK CITY CREDIT UNION,300 E 2ND ST,MERRILL,WI,54452,0000,715,536,8351,1,
291580698,O,091000080,1,032112,000000000,NORTHWOODS COMMUNITY CREDIT UNION,1224 SOUTH 4TH AVENUE,PARK FALLS,WI,54552,0000,715,762,3208,1,
291580708,O,091000080,1,090613,000000000,HERITAGE CREDIT UN,1212 HUXLEY ST,MADISON,WI,53704,0000,608,268,5090,1,
291580711,O,091000080,1,030409,000000000,RIPCO CREDIT UNION,121 SUTLIFF AVENUE,RHINELANDER,WI,54501,0000,715,365,4800,1,
291580724,O,091000080,1,022603,000000000,LAKEWOOD CREDIT UNION,1003 RAILROAD STREET,RIB LAKE,WI,54470,0224,715,427,5201,1,
291580782,O,091000080,1,020513,000000000,CO-OP CREDIT UNION,PO BOX 157,BLACK RIVER FALLS,WI,54615,0000,715,284,5333,1,
291871226,O,091000080,1,022409,000000000,CUMBERLAND FEDERAL BANK FSB,1390 SECOND AVE,CUMBERLAND,WI,54829,0000,715,822,2249,1,
291871336,O,091000080,1,012293,000000000,SUPERIOR SAVINGS BANK,1130 TOWER AVE,SUPERIOR,WI,54880,0000,715,394,7778,1,
291871352,O,091000080,1,032111,000000000,ASSOCIATED BANK N.A.,2870 HOLMGREN WAY,GREEN BAY,WI,54304,0000,800,236,8866,1,
291878575,O,091000080,1,013111,000000000,GOVERNMENTAL EMPLOYEES CR UN,PO BOX 579,LA CROSSE,WI,54602,0000,608,785,7720,1,
291880288,O,091000080,1,020215,000000000,WESTCONSIN CREDIT UNION,PO BOX 160,MENOMONIE,WI,54751,0000,715,235,3403,1,
291880330,O,091000080,1,030802,000000000,CITIZENS COMMUNITY FEDERAL,PO BOX 218,ALTOONA,WI,54720,0000,715,836,9994,1,
291880369,O,071000301,2,040113,275977489,MARINE CREDIT UNION,811 MONITOR ST,LA CROSSE,WI,54603,0000,608,791,1498,1,
291880411,O,091000080,1,021408,000000000,ROYAL CREDIT UNION,PO BOX 970,EAU CLAIRE,WI,54702,0000,715,855,8876,1,
291880424,O,091000080,2,042514,291880411,ROYAL CREDIT UNION,PO BOX 970,EAU CLAIRE,WI,55702,0000,715,855,8876,1,
291880437,O,091000080,1,091109,000000000,UTILITIES CREDIT UNION,1414 W. HAMILTON AVE,EAU CLAIRE,WI,54702,0008,715,737,2467,1,
291880495,O,091000080,1,022503,000000000,HAYWARD COMMUNITY CU,15855 US HWY 63,HAYWARD,WI,54843,0000,715,634,8931,1,
291880589,O,091000080,1,030802,000000000,WESTCONSIN CREDIT UNION,PO BOX 160,MENOMONIE,WI,54751,0000,715,235,3403,1,
291880767,O,091000080,1,022603,000000000,INDIANHEAD CREDIT UNION,104 EAST MAPLE STREET,SPOONER,WI,54801,0000,715,635,8273,1,
291880903,O,091000080,1,080917,000000000,CENTRICITY CREDIT UNION,4477 LAVAQUE ROAD,HERMANTOWN,MN,55811,0000,218,740,2286,1,
291880916,O,091000080,1,021213,000000000,SUPERIOR CHOICE CREDIT UNION,SUITE #9,SUPERIOR,WI,54880,0127,715,398,8902,1,
291881041,O,091000080,1,100614,000000000,MARINE CREDIT UNION,811 MONITOR ST,LA CROSSE,WI,54603,0309,608,791,1498,1,
291881054,O,091000080,1,021194,000000000,DAIRYLAND POWER CR UN,PO BOX 817,LA CROSSE,WI,54602,0817,608,787,1283,1,
291881083,O,091000080,1,020101,000000000,GOVERNMENT EMPLY C U,PO BOX 579,LA CROSSE,WI,54602,0579,608,785,7720,1,
291881096,O,071000301,2,050115,275977120,CO-OP CREDIT UNION,PO BOX 157,BLK RIVER FALLS,WI,54615,0000,715,284,5333,1,
291881119,O,091000080,1,020101,000000000,LACROSSE BURLINGTON CU,1735 CREDIT UNION CT,LA CROSSE,WI,54603,0000,608,781,5040,1,
291881122,O,091000080,1,020812,000000000,FIREFIGHTERS CREDIT UNION,585 5TH AVE S,LACROSSE,WI,54601,0000,608,784,9480,1,
291881151,O,091000080,1,041310,000000000,MARINE CREDIT UNION,811 MONITOR ST,LA CROSSE,WI,54603,0000,920,923,7280,1,
291881164,O,091000080,1,101915,000000000,"VERVE, A CREDIT UNION",PO BOX 3046,OSHKOSH,WI,54903,0000,920,236,7040,1,
291881177,O,091000080,1,050613,000000000,GUNDERSEN CREDIT UNION,1910 SOUTH AVE,LA CROSSE,WI,54601,0000,608,775,5663,1,
291881203,O,091000080,1,080112,000000000,MAYO EMPLOYEES FCU,130 23RD AVE SW,ROCHESTER,MN,55902,0000,507,535,1460,1,
291881216,O,091000080,1,041210,000000000,ALTRA FEDERAL CREDIT UNION,1700 OAK FOREST DR,ONALASKA,WI,54650,0000,608,787,4500,1,
291970033,O,091000080,1,020212,000000000,MIDCOUNTRY BANK,SUITE 923,BLOOMINGTON,MN,55439,0000,952,843,5214,1,
291970253,O,091000080,1,030492,000000000,BRAINERD SAVINGS & LOAN,524 SO 6TH ST,BRAINERD,MN,56401,3542,218,829,5183,1,
291970282,O,091000080,1,101404,000000000,LAKE CITY FEDERAL BANK,201 EAST MARION STREET,LAKE CITY,MN,55041,0000,651,345,3373,1,
291970541,O,091000080,1,082817,000000000,CITIZENS COMMUNITY FEDERAL NA,PO BOX 218,ALTOONA,WI,54720,0000,715,836,9994,1,
291971320,O,091000080,1,010897,000000000,1ST UNITED BANK,430 NW FOURTH ST,FARIBAULT,MN,55021,5031,507,334,2201,1,
291971391,O,091000080,1,021114,000000000,LIBERTY SAVINGS BANK FSB,111 S 7TH AVE BOX 40,ST CLOUD,MN,56302,0000,320,252,2841,1,
291971430,O,091000080,1,012417,000000000,VIKING  BANK,4277 DAKOTA STREET,ALEXANDRIA,MN,56308,0000,320,762,0236,1,
291971469,O,091000080,1,060815,000000000,"ANCHOR BANK, NA",SUITE 330,APPLE VALLEY,MN,55124,0000,952,808,8000,1,
291973153,O,091000080,1,022410,000000000,TRADES AND LABOR FEDERAL CU,610 S BROADWAY,ALBERT LEA,MN,56007,4572,507,377,1863,1,
291973166,O,091000080,1,020708,000000000,CITY & COUNTY EMPL FEDERAL CR UN,1719 WEST MAIN STREET,ALBERT LEA,MN,56007,0000,507,373,7200,1,
291973205,O,091000080,1,052494,000000000,UNITED EMPLOYEES CR UN,PO BOX 729,ALBERT LEA,MN,56007,0000,507,377,1616,1,
291973289,O,091000080,1,112403,000000000,AUSTIN CITY EMPL CU,711 4TH AVENUE NE,AUSTIN,MN,55912,0000,507,433,6580,1,
291973292,O,091000080,1,082013,000000000,ACCENTRA CREDIT UNION,400 FOURTH  AVENUE NORTHEAST,AUSTIN,MN,55912,0000,507,433,1829,1,
291973302,O,091000080,1,050115,000000000,MOWER COUNTY EMPLOYEES CREDIT UNION,1202 NORTH MAIN STREET,AUSTIN,MN,55912,0000,507,437,6360,1,
291973357,O,091000080,1,122700,000000000,BRAINERD B N CU,804 LAUREL STREET,BRAINERD,MN,56401,3772,218,829,9065,1,
291973360,O,091000080,1,100708,000000000,MID MINNESOTA FED CR UNION,13283 ISLE DRIVE,BAXTER,MN,56425,0000,218,829,0371,1,
291973386,O,091000080,1,070300,000000000,MINNCO CREDIT UNION,235 WEST 1ST AVENUE,CAMBRIDGE,MN,55008,0000,763,689,1071,1,
291973454,O,091000080,1,021214,000000000,MEMBERS COOPERATIVE CREDIT UNION,101 14TH STREET,CLOQUET,MN,55720,0000,218,878,3675,1,
291973470,O,091000080,1,110211,000000000,NORTHWOODS CREDIT UNION,1702 AVENUE B,CLOQUET,MN,55720,0000,218,879,4181,1,
291973629,O,091000080,1,031611,000000000,NORTHERN COMMUNITIES CREDIT UION,3311 WEST ARROWHEAD RD,DULUTH,MN,55811,4065,218,279,3207,1,
291973645,O,091000080,1,030509,000000000,SHARE ADVANTAGE CREDIT UNION,2502 MAPLE GROVE ROAD,DULUTH,MN,55811,0000,218,740,2225,1,
291973674,O,091000080,1,042612,000000000,DULUTH POLICE DEPARTMENT EMPLY CU,2030 NORTH ARLINGTON AVE,DULUTH,MN,55811,0000,218,730,5140,1,
291973687,O,091000080,1,063017,000000000,HARBOR POINTE CREDIT UNION,11 W. 2ND ST,DULUTH,MN,55802,0000,218,722,9242,1,
291973739,O,091000080,1,080917,000000000,CENTRICITY CREDIT UNION,4477 LAVAQUE ROAD,HERMANTOWN,MN,55811,0000,218,740,2286,1,
291973755,O,091000080,1,020713,000000000,MINNESOTA POWER EMP CR UNION,SUITE 126,DULUTH,MN,55802,0000,218,336,1800,1,
291973771,O,091000080,1,021412,000000000,NORTHERN PACIFIC DULUTH FCU,5721 GRAND AVE,DULUTH,MN,55807,2541,218,722,2720,1,
291974123,O,091000080,1,062512,000000000,AE GOETZE EMPLOYEES CREDIT UNION,P.O. BOX 190,LAKE CITY,MN,55041,0000,651,345,0112,1,
